Date,CO,NO1,NO2,O3,SO2
2014-02-17 02:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 03:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 04:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 05:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 06:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 07:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 08:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 09:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 10:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 11:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 12:00:00,0.04090023,71.9550781,87.1471329,79.2128906,19.8218594
2014-02-17 13:00:00,0.04090023,71.9550781,87.1471329,79.2128906,0.0
2014-02-17 14:00:00,0.04090023,45.1451836,11.140625,138.019531,6.05216455
2014-02-17 15:00:00,0.04090023,46.5335274,7.57368994,125.70768,4.02294922
2014-02-17 16:00:00,0.04090023,44.8990898,7.39896631,134.958328,6.46850586
2014-02-17 17:00:00,0.04090023,44.5296211,17.1679688,128.179688,5.61393213
2014-02-17 18:00:00,0.04090023,46.8837891,48.2628593,118.339844,8.31599903
2014-02-17 19:00:00,0.04090023,44.7835274,51.2884102,97.8564453,4.62164307
2014-02-17 20:00:00,0.04090023,45.2154961,74.8079453,93.4316406,10.4776611
2014-02-17 21:00:00,0.04090023,46.6490898,74.2024765,87.9882813,24.3414707
2014-02-17 22:00:00,0.04090023,43.1230469,73.9153671,68.7890625,22.8587246
2014-02-17 23:00:00,0.04090023,47.659668,53.5260429,85.5970078,9.66674805
2014-02-18 00:00:00,0.04090023,46.0872383,47.6972656,87.6933594,9.77648926
2014-02-18 01:00:00,0.04090023,43.2874336,39.1569023,96.3847656,27.4135742
2014-02-18 02:00:00,0.04090023,43.6266289,36.4511719,91.9016953,14.2103271
2014-02-18 03:00:00,0.04090023,47.0540352,30.6274414,97.1015625,12.96696
2014-02-18 04:00:00,0.04090023,42.7216797,24.7413731,111.610352,9.47200489
2014-02-18 05:00:00,0.04090023,46.8632813,24.3378906,96.2408829,11.1726074
2014-02-18 06:00:00,0.04090023,47.6533203,32.3767891,110.986328,14.7019043
2014-02-18 07:00:00,0.04090023,46.3268242,55.1038399,106.387367,24.7433262
2014-02-18 08:00:00,0.04090023,46.7636719,42.7864571,91.6341171,15.6373701
2014-02-18 09:00:00,0.04090023,44.9814453,32.0634766,110.791664,14.4902344
2014-02-18 10:00:00,0.04090023,42.3434258,21.7897129,116.609375,10.5669756
2014-02-18 11:00:00,0.04090023,45.3427734,16.9396152,129.558594,9.32653809
2014-02-18 12:00:00,0.04090023,45.8655586,16.1299648,131.398438,8.53955078
2014-02-18 13:00:00,0.04090023,43.027832,11.1110029,141.53125,8.81624317
2014-02-18 14:00:00,0.04090023,42.6119804,15.0291338,153.118484,16.0042324
2014-02-18 15:00:00,0.04090023,51.7356758,9.4753828,128.104172,9.08170605
2014-02-18 16:00:00,0.04090023,45.6630859,10.789917,146.401047,6.82427979
2014-02-18 17:00:00,0.04090023,44.2327461,9.9840498,142.958328,4.88464355
2014-02-18 18:00:00,0.04090023,46.8167305,45.7083321,130.610352,6.93111181
2014-02-18 19:00:00,0.04090023,52.4238281,114.434242,74.1751328,9.19303417
2014-02-18 20:00:00,0.04090023,50.9692383,108.852211,85.5735703,10.9668779
2014-02-18 21:00:00,0.04090023,77.421875,128.780594,84.7669296,10.9066572
2014-02-18 22:00:00,0.04090023,89.1796875,136.796875,98.8007813,10.9897461
2014-02-18 23:00:00,0.04090023,99.695961,156.417969,83.7799454,8.85522461
2014-02-19 00:00:00,0.04090023,109.501305,159.528641,83.9153671,8.7175293
2014-02-19 01:00:00,0.04090023,113.418617,174.510422,81.8349609,11.1821289
2014-02-19 02:00:00,0.04090023,127.634766,186.020828,79.3404922,18.2046719
2014-02-19 03:00:00,0.04090023,124.645836,190.341141,82.7871094,25.6715488
2014-02-19 04:00:00,0.04090023,106.264648,119.125,88.8125,11.465332
2014-02-19 05:00:00,0.04090023,113.143883,109.301758,78.2923203,4.58618164
2014-02-19 06:00:00,0.04090023,118.322266,134.62825,83.609375,11.451355
2014-02-19 07:00:00,0.04090023,112.756836,144.733078,98.609375,14.5778809
2014-02-19 08:00:00,0.04090023,92.8066406,150.966141,87.9033203,27.2609043
2014-02-19 09:00:00,0.04090023,83.3769531,164.099609,91.1904297,43.6352539
2014-02-19 10:00:00,0.04090023,48.4316406,83.6015625,113.90625,17.236166
2014-02-19 11:00:00,0.04090023,48.4023438,43.3569336,165.96875,20.6879883
2014-02-19 12:00:00,0.04090023,48.0169258,47.5511055,154.186203,16.0039063
2014-02-19 13:00:00,0.04090023,46.8037109,58.9863281,155.528641,16.7857265
2014-02-19 14:00:00,0.04090023,47.8935547,125.35482,148.697922,63.9560547
2014-02-19 15:00:00,0.04090023,43.703125,44.1259766,206.035156,38.6783867
2014-02-19 16:00:00,0.04090023,45.7158203,51.4241524,191.769531,35.6210938
2014-02-19 17:00:00,0.04090023,48.0341797,77.5104141,159.432297,47.7382813
2014-02-19 18:00:00,0.04090023,43.3779297,143.181641,90.7871094,65.2695313
2014-02-19 19:00:00,0.04090023,61.3427734,213.118484,22.43396,45.5647774
2014-02-19 20:00:00,0.04090023,70.1070938,195.065109,19.7392578,19.638998
2014-02-19 21:00:00,0.04090023,74.6025391,170.145828,28.9601231,17.8710938
2014-02-19 22:00:00,0.04090023,75.7786484,151.328125,31.8211269,12.6668291
2014-02-19 23:00:00,0.04090023,85.3398438,155.574219,42.7073555,15.1429853
2014-02-20 00:00:00,0.04090023,93.8795547,140.492188,41.4918633,13.2962646
2014-02-20 01:00:00,0.04090023,98.5846329,124.981117,43.7607422,12.7937822
2014-02-20 02:00:00,0.04090023,92.5065079,106.929039,38.9599609,20.3190098
2014-02-20 03:00:00,0.04090023,81.9160156,96.4973984,39.6835938,20.5258789
2014-02-20 04:00:00,0.04090023,73.8476563,87.9505234,30.0462246,17.6204433
2014-02-20 05:00:00,0.04090023,69.5830078,88.5039063,23.0615234,10.6324053
2014-02-20 06:00:00,0.04090023,60.0475273,92.8007813,18.3181973,7.2390542
2014-02-20 07:00:00,0.04090023,72.859375,104.873047,31.4773769,9.01452637
2014-02-20 08:00:00,0.04090023,60.3447266,93.34375,37.3922539,7.74361181
2014-02-20 09:00:00,0.04090023,46.2998047,55.7529297,74.2412109,3.83877563
2014-02-20 10:00:00,0.04090023,46.3662109,41.5882149,107.132813,10.3075361
2014-02-20 11:00:00,0.04090023,45.4785156,30.8535156,143.001297,37.5481758
2014-02-20 12:00:00,0.04090023,44.2750664,30.1105137,153.914063,25.9923496
2014-02-20 13:00:00,0.04090023,44.4765625,32.9804688,159.28125,16.595377
2014-02-20 14:00:00,0.04090023,47.6108398,86.6513672,180.316406,44.9233398
2014-02-20 15:00:00,0.04090023,40.6907539,65.8447266,170.589844,47.7965508
2014-02-20 16:00:00,0.04090023,44.5380859,32.3710938,167.619797,22.9314785
2014-02-20 17:00:00,0.04090023,43.9957695,78.5693359,128.225906,60.8168945
2014-02-20 18:00:00,0.04090023,46.543293,88.7617188,91.6568985,22.3160801
2014-02-20 19:00:00,0.04090023,46.5123711,134.596359,49.3496094,13.388835
2014-02-20 20:00:00,0.04090023,51.4326172,132.677078,35.1946602,15.6279297
2014-02-20 21:00:00,0.04090023,53.6064453,122.396484,30.5315762,28.8027344
2014-02-20 22:00:00,0.04090023,69.1380234,127.507813,18.0127773,11.9841309
2014-02-20 23:00:00,0.04090023,93.8769531,140.964844,30.1531582,12.4742842
2014-02-21 00:00:00,0.04090023,111.854164,159.871094,32.4677734,13.7032881
2014-02-21 01:00:00,0.04090023,113.919922,189.369797,37.1985664,18.824789
2014-02-21 02:00:00,0.04090023,113.366539,160.701828,53.1852226,132.449219
2014-02-21 03:00:00,0.04090023,110.746094,145.950516,39.262043,14.9938154
2014-02-21 04:00:00,0.04090023,82.7050781,103.348305,29.0227871,5.9454751
2014-02-21 05:00:00,0.04090023,62.8707695,89.241539,26.5890293,45.9521484
2014-02-21 06:00:00,0.04090023,63.6630859,90.7552109,25.1958008,28.298666
2014-02-21 07:00:00,0.04090023,63.9554024,116.823242,25.6080723,32.7635078
2014-02-21 08:00:00,0.04090023,51.7242851,84.4589844,55.8561211,21.6821289
2014-02-21 09:00:00,0.04090023,49.9303398,45.246418,84.538414,12.2758789
2014-02-21 10:00:00,0.04090023,46.2431641,19.1784668,115.09375,6.52823877
2014-02-21 11:00:00,0.04090023,43.4516602,26.7350254,133.040359,18.6862793
2014-02-21 12:00:00,0.04090023,47.1477852,31.1879883,124.998695,23.3893223
2014-02-21 13:00:00,0.04090023,44.4492188,13.9729815,132.057297,6.38948584
2014-02-21 14:00:00,0.04090023,43.8541679,15.315999,133.572266,8.26940918
2014-02-21 15:00:00,0.04090023,44.4524727,16.7272949,129.152344,7.52836084
2014-02-21 16:00:00,0.04090023,46.0131836,14.4660645,138.490891,5.90885401
2014-02-21 17:00:00,0.04090023,45.5455742,17.5432129,105.820313,6.78210449
2014-02-21 18:00:00,0.04090023,48.0712891,32.3362617,98.1992188,8.41910839
2014-02-21 19:00:00,0.04090023,46.1878242,34.3242188,84.9166641,9.26224804
2014-02-21 20:00:00,0.04090023,43.3818359,40.7291679,67.5201797,10.1905928
2014-02-21 21:00:00,0.04090023,44.1686211,61.159832,42.9931641,13.0147705
2014-02-21 22:00:00,0.04090023,43.4160156,43.8095703,60.5530586,4.86995459
2014-02-21 23:00:00,0.04090023,45.190918,55.1061211,48.1500664,3.22088623
2014-02-22 00:00:00,0.04090023,45.2532539,49.9814453,47.878582,3.89208984
2014-02-22 01:00:00,0.04090023,46.0865898,49.2363281,40.8691406,2.38809204
2014-02-22 02:00:00,0.04090023,44.5296211,49.3393555,45.5263672,4.34100342
2014-02-22 03:00:00,0.04090023,45.3805351,33.1625977,57.0631523,7.63024902
2014-02-22 04:00:00,0.04090023,48.0078125,54.9404297,23.8898926,2.32675171
2014-02-22 05:00:00,0.04090023,46.5377617,47.4039726,24.7540684,14.8879395
2014-02-22 06:00:00,0.04090023,47.75,50.6611328,25.298502,8.62923145
2014-02-22 07:00:00,0.04090023,47.7669258,48.6481133,46.0957031,23.076498
2014-02-22 08:00:00,0.04090023,50.1419258,45.2679024,44.0921211,9.55037403
2014-02-22 09:00:00,0.04090023,47.0683594,46.5405273,44.6266289,8.09842968
2014-02-22 10:00:00,0.04090023,45.5052071,30.0960293,62.2180977,1.72422791
2014-02-22 11:00:00,0.04090023,47.7958984,30.7592773,70.3730469,2.11088562
2014-02-22 12:00:00,0.04090023,47.7119141,30.1165371,61.9345703,3.6349895
2014-02-22 13:00:00,0.04090023,46.4272461,21.8242188,78.3632813,1.14212036
2014-02-22 14:00:00,0.04090023,46.6653633,32.5610352,98.4713516,2.9440918
2014-02-22 15:00:00,0.04090023,43.5791016,34.3769531,104.993492,3.62778735
2014-02-22 16:00:00,0.04090023,41.1464844,19.6235352,110.313148,3.88934326
2014-02-22 17:00:00,0.04090023,42.7796211,16.7229824,98.664711,1.73693848
2014-02-22 18:00:00,0.04090023,40.7412109,20.7229824,79.1894531,1.5398407
2014-02-22 19:00:00,0.04090023,44.9029961,46.2880859,60.4095039,3.22849536
2014-02-22 20:00:00,0.04090023,44.128582,35.8190117,53.0605469,7.4496665
2014-02-22 21:00:00,0.04090023,48.8678398,59.9456367,34.359211,15.7023115
2014-02-22 22:00:00,0.04090023,58.6949883,83.3580704,28.564127,8.35770702
2014-02-22 23:00:00,0.04090023,52.1311836,83.0787735,28.7265625,7.89025879
2014-02-23 00:00:00,0.04090023,47.2034492,63.8238945,24.8515625,6.35013819
2014-02-23 01:00:00,0.04090023,49.8222656,69.9348984,19.4309082,6.92358398
2014-02-23 02:00:00,0.04090023,46.4106445,44.7994804,39.6235352,9.18457031
2014-02-23 03:00:00,0.04090023,49.4335938,42.0263672,51.2565117,8.29073048
2014-02-23 04:00:00,0.04090023,49.4335938,62.375,18.8824463,1.32235718
2014-02-23 05:00:00,0.04090023,49.4335938,52.7470703,49.3425293,0.59432983
2014-02-23 06:00:00,0.04090023,49.4335938,37.0512695,59.6010742,0.70713806
2014-02-23 07:00:00,0.04090023,43.3881836,65.1595078,27.5964355,2.60961914
2014-02-23 08:00:00,0.04090023,51.9176445,41.8697929,32.9289551,1.50686646
2014-02-23 09:00:00,0.04090023,47.0172539,36.8076172,39.4306641,5.55227661
2014-02-23 10:00:00,0.04090023,51.9018555,32.0774727,68.8811874,8.76302052
2014-02-23 11:00:00,0.04090023,47.5859375,25.3626308,69.2604141,3.50970459
2014-02-23 12:00:00,0.04090023,45.1217461,22.2175293,100.291664,5.3025918
2014-02-23 13:00:00,0.04090023,45.0520821,14.6707354,129.610031,27.8683262
2014-02-23 14:00:00,0.04090023,44.4036446,31.5476894,131.078125,17.1762695
2014-02-23 15:00:00,0.04090023,46.2340508,23.1230469,114.390625,9.39685059
2014-02-23 16:00:00,0.04090023,46.2602539,17.0620117,114.073242,5.70756006
2014-02-23 17:00:00,0.04090023,46.4388008,13.357585,107.369141,5.39746094
2014-02-23 18:00:00,0.04090023,43.5712891,26.0195313,90.3893204,5.01430273
2014-02-23 19:00:00,0.04090023,42.2298164,37.9208984,66.3372421,3.15472412
2014-02-23 20:00:00,0.04090023,46.8001289,76.7597656,39.3613281,5.08972168
2014-02-23 21:00:00,0.04090023,49.3040352,79.0693359,36.671711,13.9515791
2014-02-23 22:00:00,0.04090023,49.6591797,87.8372421,30.0203457,14.484375
2014-02-23 23:00:00,0.04090023,46.7893867,71.2591171,36.4814453,11.0703125
2014-02-24 00:00:00,0.04090023,64.2363281,94.546875,34.7089844,13.784749
2014-02-24 01:00:00,0.04090023,57.5511055,73.3704453,22.4288731,14.7277021
2014-02-24 02:00:00,0.04090023,61.050457,79.2486954,31.3984375,14.3505049
2014-02-24 03:00:00,0.04090023,50.0585938,71.725914,27.9060879,14.701416
2014-02-24 04:00:00,0.04090023,54.0179024,63.4925117,27.3484707,7.91776514
2014-02-24 05:00:00,0.04090023,66.7789688,66.4895859,26.8919277,4.99405909
2014-02-24 06:00:00,0.04090023,54.2666016,54.2255859,28.5864258,5.0291748
2014-02-24 07:00:00,0.04090023,54.2666016,54.2255859,28.5864258,5.0291748
2014-02-24 08:00:00,0.04090023,54.2666016,54.2255859,28.5864258,5.0291748
2014-02-24 09:00:00,0.04090023,54.2666016,54.2255859,28.5864258,5.0291748
2014-02-24 10:00:00,0.04090023,54.2666016,44.7363281,48.8105469,14.4933271
2014-02-24 11:00:00,0.04090023,45.7682304,26.3797207,80.4667969,6.71211767
2014-02-24 12:00:00,0.04090023,44.816082,11.3337402,115.54818,3.69506836
2014-02-24 13:00:00,0.04090023,43.7705078,8.99593067,120.716797,4.19671631
2014-02-24 14:00:00,0.04090023,44.8642578,7.11767578,126.509117,7.95515966
2014-02-24 15:00:00,0.04090023,45.5979805,12.2661943,118.846352,3.88334155
2014-02-24 16:00:00,0.04090023,46.3414726,21.2020664,135.769531,11.3213701
2014-02-24 17:00:00,0.04090023,44.8873711,22.8863125,121.767578,7.45247412
2014-02-24 18:00:00,0.04090023,45.5703125,42.215332,91.2024765,8.88761425
2014-02-24 19:00:00,0.04090023,43.6728516,45.2509766,85.6542969,6.10616064
2014-02-24 20:00:00,0.04090023,56.3291016,132.287766,20.7978516,10.3727217
2014-02-24 21:00:00,0.04090023,46.0729179,107.447266,27.9606113,9.2869463
2014-02-24 22:00:00,0.04090023,70.9199219,135.561844,28.3740234,7.8815918
2014-02-24 23:00:00,0.04090023,92.5813828,129.6875,27.7163086,10.9508467
2014-02-25 00:00:00,0.04090023,79.7148438,129.463547,41.777668,20.0310879
2014-02-25 01:00:00,0.04090023,77.2994766,98.5839844,37.4375,21.826334
2014-02-25 02:00:00,0.04090023,82.8561172,104.867188,34.050457,27.6704102
2014-02-25 03:00:00,0.04090023,76.6943359,105.628906,30.4638672,42.5078125
2014-02-25 04:00:00,0.04090023,68.1894531,103.447914,28.3540859,32.2670898
2014-02-25 05:00:00,0.04090023,71.0146484,99.4121094,35.8375664,15.3933916
2014-02-25 06:00:00,0.04090023,95.9980469,118.773438,40.9264336,18.949707
2014-02-25 07:00:00,0.04090023,79.4830704,80.1621094,40.7770195,22.3180332
2014-02-25 08:00:00,0.04090023,61.8603516,74.7936172,41.2591133,37.421875
2014-02-25 09:00:00,0.04090023,54.8567696,100.914711,61.4036446,33.8982735
2014-02-25 10:00:00,0.04090023,47.3920898,45.1451836,101.566406,16.6196289
2014-02-25 11:00:00,0.04090023,46.8219414,47.0864258,116.763023,11.6277666
2014-02-25 12:00:00,0.04090023,41.7978516,24.2854824,160.488281,6.70410156
2014-02-25 13:00:00,0.04090023,42.6751289,24.6337891,171.748047,9.87988281
2014-02-25 14:00:00,0.04090023,44.5403633,11.2717285,150.886719,5.76432276
2014-02-25 15:00:00,0.04090023,44.6542969,11.7425127,154.977859,4.9307456
2014-02-25 16:00:00,0.04090023,45.2278633,15.5327148,159.898438,9.0550127
2014-02-25 17:00:00,0.04090023,42.1546211,33.2504883,136.048172,7.94742823
2014-02-25 18:00:00,0.04090023,42.6233711,45.691082,117.327148,17.6046543
2014-02-25 19:00:00,0.04090023,49.6660156,82.8955078,64.2900391,11.3059893
2014-02-25 20:00:00,0.04090023,45.387043,108.870445,43.5569649,7.16153955
2014-02-25 21:00:00,0.04090023,50.6015625,125.087242,29.8862305,8.0703125
2014-02-25 22:00:00,0.04090023,59.4794922,119.520836,33.7473946,8.42403126
2014-02-25 23:00:00,0.04090023,76.0201797,134.661453,19.5048828,10.4136553
2014-02-26 00:00:00,0.04090023,118.464844,163.359375,30.3618164,10.3375654
2014-02-26 01:00:00,0.04090023,116.445313,168.049484,37.6032715,12.8518066
2014-02-26 02:00:00,0.04090023,87.6210938,125.272461,50.4309883,17.6050625
2014-02-26 03:00:00,0.04090023,99.2786484,110.453125,51.3323555,58.3258476
2014-02-26 04:00:00,0.04090023,92.4016953,89.4023438,48.1611328,38.1142578
2014-02-26 05:00:00,0.04090023,78.5091171,86.4596329,36.1228828,18.7563477
2014-02-26 06:00:00,0.04090023,68.2763672,96.0787735,31.390625,15.4547529
2014-02-26 07:00:00,0.04090023,77.3255234,92.7200546,49.543293,28.4612637
2014-02-26 08:00:00,0.04090023,85.6848984,109.42057,39.2581367,35.8391914
2014-02-26 09:00:00,0.04090023,58.1793633,119.475586,46.3372383,118.625977
2014-02-26 10:00:00,0.04090023,46.2080078,82.1777344,79.0722656,38.3066406
2014-02-26 11:00:00,0.04090023,46.1888008,82.2089844,91.8349609,55.3860664
2014-02-26 12:00:00,0.04090023,44.5279961,57.8359375,134.946609,43.7731133
2014-02-26 13:00:00,0.04090023,45.984375,59.7249336,115.872398,39.6861992
2014-02-26 14:00:00,0.04090023,46.0846367,55.8808594,122.237633,83.7106094
2014-02-26 15:00:00,0.04090023,44.4261055,59.8828125,119.518227,55.4283867
2014-02-26 16:00:00,0.04090023,48.7194023,83.3157578,101.921875,73.3789063
2014-02-26 17:00:00,0.04090023,48.921875,154.087234,42.0338554,115.708984
2014-02-26 18:00:00,0.04090023,45.6588554,143.800781,40.8110352,48.6694336
2014-02-26 19:00:00,0.04090023,50.1650391,80.0771484,74.1715469,35.9303398
2014-02-26 20:00:00,0.04090023,46.5869141,121.354164,43.6761055,29.0646152
2014-02-26 21:00:00,0.04090023,67.0804062,140.625,25.3963223,21.8005371
2014-02-26 22:00:00,0.04090023,85.2037735,144.446609,31.2374668,12.1246748
2014-02-26 23:00:00,0.04090023,62.7246094,124.138672,33.9207344,32.5773926
2014-02-27 00:00:00,0.04090023,60.168293,93.491539,30.1020508,24.5843105
2014-02-27 01:00:00,0.04090023,90.0807266,103.153648,31.635498,10.8491211
2014-02-27 02:00:00,0.04090023,102.076172,111.367188,34.312664,6.82800293
2014-02-27 03:00:00,0.04090023,91.5957031,103.929039,43.8927422,7.49198389
2014-02-27 04:00:00,0.04090023,104.837242,111.047523,39.7864571,8.42114258
2014-02-27 05:00:00,0.04090023,99.7832031,97.8424454,35.8639336,10.9932451
2014-02-27 06:00:00,0.04090023,77.0214844,87.0325546,35.171875,7.37469482
2014-02-27 07:00:00,0.04090023,78.0117188,85.2382813,33.4970703,11.3433027
2014-02-27 08:00:00,0.04090023,74.4713516,94.0416641,42.4628906,16.0896816
2014-02-27 09:00:00,0.04090023,48.0979805,60.7963867,86.2161484,8.33756542
2014-02-27 10:00:00,0.04090023,41.5869141,26.6995449,108.259766,6.50850439
2014-02-27 11:00:00,0.04090023,44.8118477,17.5662441,127.725914,8.83728027
2014-02-27 12:00:00,0.04090023,45.222332,16.1781406,130.540359,21.7845058
2014-02-27 13:00:00,0.04090023,42.4804688,15.060791,118.223961,5.04638672
2014-02-27 14:00:00,0.04090023,44.1132813,14.2255049,94.0839844,16.7182617
2014-02-27 15:00:00,0.04090023,45.7226563,7.96813965,111.833984,4.4708252
2014-02-27 16:00:00,0.04090023,44.3619804,13.2209473,108.347656,5.94417334
2014-02-27 17:00:00,0.04090023,44.9033203,17.7624512,96.0670547,5.56937647
2014-02-27 18:00:00,0.04090023,46.4775391,51.058918,63.6243477,7.05318213
2014-02-27 19:00:00,0.04090023,48.2291679,69.5400391,61.7529297,6.30957031
2014-02-27 20:00:00,0.04090023,52.1367188,98.319664,29.4326172,26.1227207
2014-02-27 21:00:00,0.04090023,54.8349609,97.953125,34.1555176,54.7094727
2014-02-27 22:00:00,0.04090023,67.2626953,94.6061172,29.907877,7.35441065
2014-02-27 23:00:00,0.04090023,82.6425781,100.336586,39.9007149,7.72086573
2014-02-28 00:00:00,0.04090023,76.6666641,91.9427109,31.798502,13.3959351
2014-02-28 01:00:00,0.04090023,48.7695313,33.0342598,80.6420898,11.7254229
2014-02-28 02:00:00,0.04090023,54.3378906,7.02880859,95.7513046,1.46855164
2014-02-28 03:00:00,0.04090023,59.9049492,55.1647148,55.1721992,28.1157227
2014-02-28 04:00:00,0.04090023,48.1357422,61.4886055,52.6972656,15.6027832
2014-02-28 05:00:00,0.04090023,52.0722656,71.2552109,34.8271484,2.46659088
2014-02-28 06:00:00,0.04090023,57.550293,85.6171875,24.5986328,9.99422169
2014-02-28 07:00:00,0.04090023,55.1669922,71.9016953,32.6741524,6.66145849
2014-02-28 08:00:00,0.04090023,57.191082,71.9277344,47.796875,14.0135908
2014-02-28 09:00:00,0.04090023,50.1474609,40.3671875,61.7965508,4.64294434
2014-02-28 10:00:00,0.04090023,50.8242188,38.7265625,70.5097656,4.40541601
2014-02-28 11:00:00,0.04090023,47.1728516,47.8570976,85.9960938,12.9986572
2014-02-28 12:00:00,0.04090023,52.5924492,66.0774765,76.4824219,89.7890625
2014-02-28 13:00:00,0.04090023,46.0813789,58.0048828,79.9101563,33.6292305
2014-02-28 14:00:00,0.04090023,45.5247383,45.4677734,67.6315079,3.06280518
2014-02-28 15:00:00,0.04090023,53.8248711,55.6731758,61.9908867,5.12866211
2014-02-28 16:00:00,0.04090023,51.019043,61.4391289,53.2875977,9.98112011
2014-02-28 17:00:00,0.04090023,55.5930977,65.1762695,70.8541641,6.26501465
2014-02-28 18:00:00,0.04090023,46.1783867,68.4189453,67.0621719,4.2274375
2014-02-28 19:00:00,0.04090023,52.4765625,106.042969,48.8027344,9.26489258
2014-02-28 20:00:00,0.04090023,52.4765625,106.042969,48.8027344,9.26489258
2014-02-28 21:00:00,0.04090023,69.6240234,100.003906,22.8951015,5.89501953
2014-02-28 22:00:00,0.04090023,69.5485001,101.169922,34.6878242,11.9584961
2014-02-28 23:00:00,0.04090023,74.4306641,78.8320313,55.7011719,10.961792
2014-03-01 00:00:00,0.04090023,59.9163399,81.5966797,32.5911446,5.22387695
2014-03-01 01:00:00,0.04090023,75.9931641,85.2200546,34.2717285,5.58508301
2014-03-01 02:00:00,0.04090023,76.5654297,78.1728516,33.4916992,7.71166992
2014-03-01 03:00:00,0.04090023,64.203125,69.609375,31.8442383,8.44354248
2014-03-01 04:00:00,0.04090023,79.3144531,78.1725235,24.1022949,9.36633301
2014-03-01 05:00:00,0.04090023,79.7890625,75.1516953,27.5722656,7.44173193
2014-03-01 06:00:00,0.04090023,66.6455078,74.6204453,32.1082344,69.2633438
2014-03-01 07:00:00,0.04090023,47.4557304,28.7918301,75.2558594,8.14404297
2014-03-01 08:00:00,0.04090023,47.5664063,14.8640947,83.7916641,1.23110962
2014-03-01 09:00:00,0.04090023,46.6822929,23.6572266,83.0182266,1.35905206
2014-03-01 10:00:00,0.04090023,54.1269531,29.5927734,68.2407227,2.39892578
2014-03-01 11:00:00,0.04090023,50.3066406,48.5081367,68.1103516,2.75002027
2014-03-01 12:00:00,0.04090023,50.7093086,45.3422852,75.546875,3.89719653
2014-03-01 13:00:00,0.04090023,51.3056641,46.9804688,85.5839844,3.95271802
2014-03-01 14:00:00,0.04090023,44.3697929,17.316,125.583336,2.33203125
2014-03-01 15:00:00,0.04090023,42.2669258,13.5650225,124.51693,3.68937182
2014-03-01 16:00:00,0.04090023,45.8824883,24.3032227,126.339844,2.11174011
2014-03-01 17:00:00,0.04090023,50.4511719,12.3439941,123.255859,3.88625073
2014-03-01 18:00:00,0.04090023,46.4785156,50.965168,83.1302109,12.7214355
2014-03-01 19:00:00,0.04090023,48.40625,43.2197266,63.4677734,6.22436523
2014-03-01 20:00:00,0.04090023,46.5634766,45.8795586,55.6360664,6.53365088
2014-03-01 21:00:00,0.04090023,47.3945313,69.6041641,43.7021484,13.0233564
2014-03-01 22:00:00,0.04090023,55.4615898,71.1282578,49.2786446,16.1505527
2014-03-01 23:00:00,0.04090023,56.7299805,68.8339844,44.0162773,18.6668301
2014-03-02 00:00:00,0.04090023,68.0423203,77.5585938,50.9003906,14.4707842
2014-03-02 01:00:00,0.04090023,80.8134766,73.0839844,45.659668,11.8598633
2014-03-02 02:00:00,0.04090023,75.0273438,83.8398438,52.6616211,8.38354492
2014-03-02 03:00:00,0.04090023,75.0273438,76.4345703,53.9165039,12.1868896
2014-03-02 04:00:00,0.04090023,75.0273438,56.1826172,52.2646484,10.2417603
2014-03-02 05:00:00,0.04090023,75.0273438,57.9853516,46.1811523,7.29327393
2014-03-02 06:00:00,0.04090023,75.0273438,61.5097656,25.6611328,7.2902832
2014-03-02 07:00:00,0.04090023,75.0273438,36.734375,25.6611328,7.2902832
2014-03-02 08:00:00,0.04090023,75.0273438,45.2626953,54.6928711,0.00675964
2014-03-02 09:00:00,0.04090023,50.496418,33.590332,66.7470703,3.52394366
2014-03-02 10:00:00,0.04090023,49.2910156,44.9658203,69.2226563,2.8868103
2014-03-02 11:00:00,0.04090023,49.2910156,35.0170898,106.240234,4.12625122
2014-03-02 12:00:00,0.04090023,47.5996094,23.0353184,119.318359,3.439677
2014-03-02 13:00:00,0.04090023,48.6132813,18.425293,118.583984,9.05908203
2014-03-02 14:00:00,0.04090023,42.9983711,22.9396973,139.571609,8.79748535
2014-03-02 15:00:00,0.04090023,46.4951172,12.9762373,136.619797,8.97094727
2014-03-02 16:00:00,0.04090023,46.453125,9.42010498,127.668617,6.73319483
2014-03-02 17:00:00,0.04090023,46.027668,14.4300127,115.286461,8.84716797
2014-03-02 18:00:00,0.04090023,48.4176445,22.3023281,80.9104843,12.9006348
2014-03-02 19:00:00,0.04090023,50.9029961,65.3460312,52.8470039,10.4455976
2014-03-02 20:00:00,0.04090023,48.7688789,71.7929688,46.8979492,5.98516846
