,PM10,Date
0,703,2015-01-01 01:00:00
1,652,2015-01-01 02:00:00
2,547,2015-01-01 03:00:00
3,488,2015-01-01 04:00:00
4,376,2015-01-01 05:00:00
5,307,2015-01-01 06:00:00
6,340,2015-01-01 07:00:00
7,364,2015-01-01 08:00:00
8,519,2015-01-01 09:00:00
9,394,2015-01-01 10:00:00
10,393,2015-01-01 11:00:00
11,370,2015-01-01 12:00:00
12,359,2015-01-01 13:00:00
13,309,2015-01-01 14:00:00
14,445,2015-01-01 15:00:00
15,256,2015-01-01 16:00:00
16,195,2015-01-01 17:00:00
17,213,2015-01-01 18:00:00
18,255,2015-01-01 19:00:00
19,271,2015-01-01 20:00:00
20,291,2015-01-01 21:00:00
21,313,2015-01-01 22:00:00
22,322,2015-01-01 23:00:00
23,554,2015-01-02 00:00:00
24,711,2015-01-02 01:00:00
25,635,2015-01-02 02:00:00
26,603,2015-01-02 03:00:00
27,578,2015-01-02 04:00:00
28,617,2015-01-02 05:00:00
29,466,2015-01-02 06:00:00
30,343,2015-01-02 07:00:00
31,175,2015-01-02 08:00:00
32,90,2015-01-02 09:00:00
33,86,2015-01-02 10:00:00
34,57,2015-01-02 11:00:00
35,59,2015-01-02 12:00:00
36,39,2015-01-02 13:00:00
37,57,2015-01-02 14:00:00
38,101,2015-01-02 15:00:00
39,83,2015-01-02 16:00:00
40,,2015-01-02 17:00:00
41,95,2015-01-02 18:00:00
42,92,2015-01-02 19:00:00
43,103,2015-01-02 20:00:00
44,,2015-01-02 21:00:00
45,110,2015-01-02 22:00:00
46,121,2015-01-02 23:00:00
47,,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,,2015-01-03 02:00:00
50,,2015-01-03 03:00:00
51,,2015-01-03 04:00:00
52,,2015-01-03 05:00:00
53,,2015-01-03 06:00:00
54,,2015-01-03 07:00:00
55,,2015-01-03 08:00:00
56,91,2015-01-03 09:00:00
57,91,2015-01-03 10:00:00
58,105,2015-01-03 11:00:00
59,,2015-01-03 12:00:00
60,80,2015-01-03 13:00:00
61,,2015-01-03 14:00:00
62,,2015-01-03 15:00:00
63,156,2015-01-03 16:00:00
64,139,2015-01-03 17:00:00
65,139,2015-01-03 18:00:00
66,117,2015-01-03 19:00:00
67,114,2015-01-03 20:00:00
68,134,2015-01-03 21:00:00
69,160,2015-01-03 22:00:00
70,174,2015-01-03 23:00:00
71,196,2015-01-04 00:00:00
72,207,2015-01-04 01:00:00
73,237,2015-01-04 02:00:00
74,224,2015-01-04 03:00:00
75,205,2015-01-04 04:00:00
76,193,2015-01-04 05:00:00
77,144,2015-01-04 06:00:00
78,138,2015-01-04 07:00:00
79,,2015-01-04 08:00:00
80,80,2015-01-04 09:00:00
81,92,2015-01-04 10:00:00
82,,2015-01-04 11:00:00
83,,2015-01-04 12:00:00
84,,2015-01-04 13:00:00
85,,2015-01-04 14:00:00
86,,2015-01-04 15:00:00
87,129,2015-01-04 16:00:00
88,139,2015-01-04 17:00:00
89,184,2015-01-04 18:00:00
90,215,2015-01-04 19:00:00
91,206,2015-01-04 20:00:00
92,213,2015-01-04 21:00:00
93,184,2015-01-04 22:00:00
94,177,2015-01-04 23:00:00
95,180,2015-01-05 00:00:00
96,157,2015-01-05 01:00:00
97,150,2015-01-05 02:00:00
98,140,2015-01-05 03:00:00
99,129,2015-01-05 04:00:00
100,128,2015-01-05 05:00:00
101,125,2015-01-05 06:00:00
102,144,2015-01-05 07:00:00
103,155,2015-01-05 08:00:00
104,199,2015-01-05 09:00:00
105,194,2015-01-05 10:00:00
106,,2015-01-05 11:00:00
107,,2015-01-05 12:00:00
108,,2015-01-05 13:00:00
109,,2015-01-05 14:00:00
110,,2015-01-05 15:00:00
111,119,2015-01-05 16:00:00
112,113,2015-01-05 17:00:00
113,118,2015-01-05 18:00:00
114,117,2015-01-05 19:00:00
115,175,2015-01-05 20:00:00
116,175,2015-01-05 21:00:00
117,174,2015-01-05 22:00:00
118,146,2015-01-05 23:00:00
119,150,2015-01-06 00:00:00
120,146,2015-01-06 01:00:00
121,151,2015-01-06 02:00:00
122,151,2015-01-06 03:00:00
123,149,2015-01-06 04:00:00
124,174,2015-01-06 05:00:00
125,153,2015-01-06 06:00:00
126,136,2015-01-06 07:00:00
127,141,2015-01-06 08:00:00
128,215,2015-01-06 09:00:00
129,190,2015-01-06 10:00:00
130,204,2015-01-06 11:00:00
131,,2015-01-06 12:00:00
132,226,2015-01-06 13:00:00
133,217,2015-01-06 14:00:00
134,219,2015-01-06 15:00:00
135,204,2015-01-06 16:00:00
136,183,2015-01-06 17:00:00
137,207,2015-01-06 18:00:00
138,208,2015-01-06 19:00:00
139,239,2015-01-06 20:00:00
140,276,2015-01-06 21:00:00
141,410,2015-01-06 22:00:00
142,269,2015-01-06 23:00:00
143,304,2015-01-07 00:00:00
0,279,2015-01-07 01:00:00
1,278,2015-01-07 02:00:00
2,257,2015-01-07 03:00:00
3,222,2015-01-07 04:00:00
4,215,2015-01-07 05:00:00
5,208,2015-01-07 06:00:00
6,205,2015-01-07 07:00:00
7,201,2015-01-07 08:00:00
8,248,2015-01-07 09:00:00
9,320,2015-01-07 10:00:00
10,333,2015-01-07 11:00:00
11,324,2015-01-07 12:00:00
12,351,2015-01-07 13:00:00
13,306,2015-01-07 14:00:00
14,268,2015-01-07 15:00:00
15,282,2015-01-07 16:00:00
16,223,2015-01-07 17:00:00
17,207,2015-01-07 18:00:00
18,204,2015-01-07 19:00:00
19,226,2015-01-07 20:00:00
20,245,2015-01-07 21:00:00
21,254,2015-01-07 22:00:00
22,307,2015-01-07 23:00:00
23,306,2015-01-08 00:00:00
24,254,2015-01-08 01:00:00
25,267,2015-01-08 02:00:00
26,246,2015-01-08 03:00:00
27,190,2015-01-08 04:00:00
28,178,2015-01-08 05:00:00
29,175,2015-01-08 06:00:00
30,152,2015-01-08 07:00:00
31,123,2015-01-08 08:00:00
