,PM25,Date
0,586,2015-01-01 01:00:00
1,135,2015-01-01 02:00:00
2,135,2015-01-01 03:00:00
3,135,2015-01-01 04:00:00
4,135,2015-01-01 05:00:00
5,135,2015-01-01 06:00:00
6,135,2015-01-01 07:00:00
7,135,2015-01-01 08:00:00
8,135,2015-01-01 09:00:00
9,135,2015-01-01 10:00:00
10,135,2015-01-01 11:00:00
11,420,2015-01-01 12:00:00
12,357,2015-01-01 13:00:00
13,336,2015-01-01 14:00:00
14,384,2015-01-01 15:00:00
15,129,2015-01-01 16:00:00
16,141,2015-01-01 17:00:00
17,174,2015-01-01 18:00:00
18,308,2015-01-01 19:00:00
19,406,2015-01-01 20:00:00
20,506,2015-01-01 21:00:00
21,664,2015-01-01 22:00:00
22,735,2015-01-01 23:00:00
23,748,2015-01-02 00:00:00
24,135,2015-01-02 01:00:00
25,135,2015-01-02 02:00:00
26,135,2015-01-02 03:00:00
27,522,2015-01-02 04:00:00
28,473,2015-01-02 05:00:00
29,284,2015-01-02 06:00:00
30,201,2015-01-02 07:00:00
31,97,2015-01-02 08:00:00
32,76,2015-01-02 09:00:00
33,53,2015-01-02 10:00:00
34,44,2015-01-02 11:00:00
35,49,2015-01-02 12:00:00
36,42,2015-01-02 13:00:00
37,65,2015-01-02 14:00:00
38,79,2015-01-02 15:00:00
39,95,2015-01-02 16:00:00
40,101,2015-01-02 17:00:00
41,59,2015-01-02 18:00:00
42,135,2015-01-02 19:00:00
43,135,2015-01-02 20:00:00
44,135,2015-01-02 21:00:00
45,107,2015-01-02 22:00:00
46,118,2015-01-02 23:00:00
47,110,2015-01-03 00:00:00
48,125,2015-01-03 01:00:00
49,111,2015-01-03 02:00:00
50,118,2015-01-03 03:00:00
51,110,2015-01-03 04:00:00
52,114,2015-01-03 05:00:00
53,102,2015-01-03 06:00:00
54,85,2015-01-03 07:00:00
55,92,2015-01-03 08:00:00
56,90,2015-01-03 09:00:00
57,116,2015-01-03 10:00:00
58,91,2015-01-03 11:00:00
59,83,2015-01-03 12:00:00
60,89,2015-01-03 13:00:00
61,92,2015-01-03 14:00:00
62,112,2015-01-03 15:00:00
63,95,2015-01-03 16:00:00
64,106,2015-01-03 17:00:00
65,118,2015-01-03 18:00:00
66,72,2015-01-03 19:00:00
67,106,2015-01-03 20:00:00
68,161,2015-01-03 21:00:00
69,165,2015-01-03 22:00:00
70,217,2015-01-03 23:00:00
71,223,2015-01-04 00:00:00
72,232,2015-01-04 01:00:00
73,234,2015-01-04 02:00:00
74,238,2015-01-04 03:00:00
75,186,2015-01-04 04:00:00
76,234,2015-01-04 05:00:00
77,132,2015-01-04 06:00:00
78,121,2015-01-04 07:00:00
79,135,2015-01-04 08:00:00
80,135,2015-01-04 09:00:00
81,73,2015-01-04 10:00:00
82,116,2015-01-04 11:00:00
83,122,2015-01-04 12:00:00
84,116,2015-01-04 13:00:00
85,125,2015-01-04 14:00:00
86,116,2015-01-04 15:00:00
87,109,2015-01-04 16:00:00
88,114,2015-01-04 17:00:00
89,132,2015-01-04 18:00:00
90,142,2015-01-04 19:00:00
91,199,2015-01-04 20:00:00
92,184,2015-01-04 21:00:00
93,165,2015-01-04 22:00:00
94,167,2015-01-04 23:00:00
95,137,2015-01-05 00:00:00
96,123,2015-01-05 01:00:00
97,132,2015-01-05 02:00:00
98,121,2015-01-05 03:00:00
99,118,2015-01-05 04:00:00
100,112,2015-01-05 05:00:00
101,116,2015-01-05 06:00:00
102,125,2015-01-05 07:00:00
103,135,2015-01-05 08:00:00
104,150,2015-01-05 09:00:00
105,200,2015-01-05 10:00:00
106,135,2015-01-05 11:00:00
107,125,2015-01-05 12:00:00
108,99,2015-01-05 13:00:00
109,94,2015-01-05 14:00:00
110,86,2015-01-05 15:00:00
111,81,2015-01-05 16:00:00
112,86,2015-01-05 17:00:00
113,97,2015-01-05 18:00:00
114,110,2015-01-05 19:00:00
115,150,2015-01-05 20:00:00
116,158,2015-01-05 21:00:00
117,144,2015-01-05 22:00:00
118,138,2015-01-05 23:00:00
119,145,2015-01-06 00:00:00
120,124,2015-01-06 01:00:00
121,147,2015-01-06 02:00:00
122,133,2015-01-06 03:00:00
123,137,2015-01-06 04:00:00
124,183,2015-01-06 05:00:00
125,143,2015-01-06 06:00:00
126,111,2015-01-06 07:00:00
127,138,2015-01-06 08:00:00
128,145,2015-01-06 09:00:00
129,204,2015-01-06 10:00:00
130,202,2015-01-06 11:00:00
131,135,2015-01-06 12:00:00
132,144,2015-01-06 13:00:00
133,151,2015-01-06 14:00:00
134,151,2015-01-06 15:00:00
135,147,2015-01-06 16:00:00
136,151,2015-01-06 17:00:00
137,149,2015-01-06 18:00:00
138,173,2015-01-06 19:00:00
139,214,2015-01-06 20:00:00
140,237,2015-01-06 21:00:00
141,380,2015-01-06 22:00:00
142,308,2015-01-06 23:00:00
143,261,2015-01-07 00:00:00
0,255,2015-01-07 01:00:00
1,256,2015-01-07 02:00:00
2,135,2015-01-07 03:00:00
3,227,2015-01-07 04:00:00
4,239,2015-01-07 05:00:00
5,260,2015-01-07 06:00:00
6,259,2015-01-07 07:00:00
7,250,2015-01-07 08:00:00
8,268,2015-01-07 09:00:00
9,279,2015-01-07 10:00:00
10,269,2015-01-07 11:00:00
11,135,2015-01-07 12:00:00
12,238,2015-01-07 13:00:00
13,225,2015-01-07 14:00:00
14,135,2015-01-07 15:00:00
15,135,2015-01-07 16:00:00
16,188,2015-01-07 17:00:00
17,189,2015-01-07 18:00:00
18,201,2015-01-07 19:00:00
19,204,2015-01-07 20:00:00
20,251,2015-01-07 21:00:00
21,328,2015-01-07 22:00:00
22,328,2015-01-07 23:00:00
23,256,2015-01-08 00:00:00
24,250,2015-01-08 01:00:00
25,286,2015-01-08 02:00:00
26,205,2015-01-08 03:00:00
27,159,2015-01-08 04:00:00
28,145,2015-01-08 05:00:00
29,125,2015-01-08 06:00:00
30,110,2015-01-08 07:00:00
31,116,2015-01-08 08:00:00
32,113,2015-01-08 09:00:00
