,O3,Date
0,,2015-01-01 01:00:00
1,,2015-01-01 02:00:00
2,,2015-01-01 03:00:00
3,,2015-01-01 04:00:00
4,,2015-01-01 05:00:00
5,,2015-01-01 06:00:00
6,,2015-01-01 07:00:00
7,,2015-01-01 08:00:00
8,,2015-01-01 09:00:00
9,29.1,2015-01-01 10:00:00
10,60.6,2015-01-01 11:00:00
11,55.9,2015-01-01 12:00:00
12,109.2,2015-01-01 13:00:00
13,18.0,2015-01-01 14:00:00
14,11.4,2015-01-01 15:00:00
15,11.6,2015-01-01 16:00:00
16,,2015-01-01 17:00:00
17,,2015-01-01 18:00:00
18,,2015-01-01 19:00:00
19,2.4,2015-01-01 20:00:00
20,24.9,2015-01-01 21:00:00
21,16.5,2015-01-01 22:00:00
22,7.9,2015-01-01 23:00:00
23,16.2,2015-01-02 00:00:00
24,,2015-01-02 01:00:00
25,,2015-01-02 02:00:00
26,,2015-01-02 03:00:00
27,,2015-01-02 04:00:00
28,,2015-01-02 05:00:00
29,,2015-01-02 06:00:00
30,,2015-01-02 07:00:00
31,,2015-01-02 08:00:00
32,6.3,2015-01-02 09:00:00
33,19.1,2015-01-02 10:00:00
34,16.9,2015-01-02 11:00:00
35,,2015-01-02 12:00:00
36,15.7,2015-01-02 13:00:00
37,17.1,2015-01-02 14:00:00
38,,2015-01-02 15:00:00
39,,2015-01-02 16:00:00
40,14.7,2015-01-02 17:00:00
41,11.2,2015-01-02 18:00:00
42,10.8,2015-01-02 19:00:00
43,52.5,2015-01-02 20:00:00
44,,2015-01-02 21:00:00
45,,2015-01-02 22:00:00
46,,2015-01-02 23:00:00
47,,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,,2015-01-03 02:00:00
50,,2015-01-03 03:00:00
51,,2015-01-03 04:00:00
52,,2015-01-03 05:00:00
53,,2015-01-03 06:00:00
54,,2015-01-03 07:00:00
55,,2015-01-03 08:00:00
56,,2015-01-03 09:00:00
57,9.0,2015-01-03 10:00:00
58,19.6,2015-01-03 11:00:00
59,8.9,2015-01-03 12:00:00
60,16.5,2015-01-03 13:00:00
61,16.9,2015-01-03 14:00:00
62,15.2,2015-01-03 15:00:00
63,15.9,2015-01-03 16:00:00
64,8.2,2015-01-03 17:00:00
65,5.8,2015-01-03 18:00:00
66,8.0,2015-01-03 19:00:00
67,,2015-01-03 20:00:00
68,18.2,2015-01-03 21:00:00
69,16.7,2015-01-03 22:00:00
70,14.2,2015-01-03 23:00:00
71,15.7,2015-01-04 00:00:00
72,12.4,2015-01-04 01:00:00
73,11.3,2015-01-04 02:00:00
74,9.6,2015-01-04 03:00:00
75,9.2,2015-01-04 04:00:00
76,15.2,2015-01-04 05:00:00
77,15.1,2015-01-04 06:00:00
78,13.4,2015-01-04 07:00:00
79,19.4,2015-01-04 08:00:00
80,10.4,2015-01-04 09:00:00
81,10.2,2015-01-04 10:00:00
82,14.0,2015-01-04 11:00:00
83,10.4,2015-01-04 12:00:00
84,18.1,2015-01-04 13:00:00
85,9.5,2015-01-04 14:00:00
86,8.7,2015-01-04 15:00:00
87,12.5,2015-01-04 16:00:00
88,13.4,2015-01-04 17:00:00
89,10.0,2015-01-04 18:00:00
90,12.9,2015-01-04 19:00:00
91,10.8,2015-01-04 20:00:00
92,12.9,2015-01-04 21:00:00
93,14.4,2015-01-04 22:00:00
94,17.6,2015-01-04 23:00:00
95,16.4,2015-01-05 00:00:00
96,9.9,2015-01-05 01:00:00
97,8.9,2015-01-05 02:00:00
98,13.1,2015-01-05 03:00:00
99,11.1,2015-01-05 04:00:00
100,18.1,2015-01-05 05:00:00
