,NO2,Date
0,52.0110664,2015-01-01 01:00:00
1,49.9147148,2015-01-01 02:00:00
2,38.7389336,2015-01-01 03:00:00
3,40.4570313,2015-01-01 04:00:00
4,32.1414375,2015-01-01 05:00:00
5,28.0336914,2015-01-01 06:00:00
6,30.755209,2015-01-01 07:00:00
7,32.5006523,2015-01-01 08:00:00
8,41.4283867,2015-01-01 09:00:00
9,49.6448555,2015-01-01 10:00:00
10,45.1341133,2015-01-01 11:00:00
11,58.4947929,2015-01-01 12:00:00
12,63.8798828,2015-01-01 13:00:00
13,42.1656914,2015-01-01 14:00:00
14,27.4269199,2015-01-01 15:00:00
15,36.066082,2015-01-01 16:00:00
16,36.7887383,2015-01-01 17:00:00
17,59.4086914,2015-01-01 18:00:00
18,56.8590508,2015-01-01 19:00:00
19,54.2646484,2015-01-01 20:00:00
20,51.418293,2015-01-01 21:00:00
21,56.3616524,2015-01-01 22:00:00
22,53.3811836,2015-01-01 23:00:00
23,54.2548828,2015-01-02 00:00:00
24,51.6201172,2015-01-02 01:00:00
25,43.5680351,2015-01-02 02:00:00
26,33.9746094,2015-01-02 03:00:00
27,38.9804688,2015-01-02 04:00:00
28,46.0003242,2015-01-02 05:00:00
29,39.6894531,2015-01-02 06:00:00
30,39.1490898,2015-01-02 07:00:00
31,38.5830078,2015-01-02 08:00:00
32,40.8320313,2015-01-02 09:00:00
33,41.9140625,2015-01-02 10:00:00
34,39.3330078,2015-01-02 11:00:00
35,43.3580742,2015-01-02 12:00:00
36,38.9915352,2015-01-02 13:00:00
37,42.8583984,2015-01-02 14:00:00
38,24.6149902,2015-01-02 15:00:00
39,27.3417969,2015-01-02 16:00:00
40,24.5592041,2015-01-02 17:00:00
41,24.1933594,2015-01-02 18:00:00
42,27.0372715,2015-01-02 19:00:00
43,29.4812832,2015-01-02 20:00:00
44,28.0410156,2015-01-02 21:00:00
45,28.4329433,2015-01-02 22:00:00
46,24.8974609,2015-01-02 23:00:00
47,24.0769863,2015-01-03 00:00:00
48,22.7478027,2015-01-03 01:00:00
49,21.3120117,2015-01-03 02:00:00
50,20.2670898,2015-01-03 03:00:00
51,20.9116211,2015-01-03 04:00:00
52,23.5245762,2015-01-03 05:00:00
53,25.3304043,2015-01-03 06:00:00
54,26.3095703,2015-01-03 07:00:00
