,NO2,Date
117,84.1,2015-01-23 22:00:00
118,79.2,2015-01-23 23:00:00
119,74.7,2015-01-24 00:00:00
120,59.1,2015-01-24 01:00:00
121,48.2,2015-01-24 02:00:00
122,43.9,2015-01-24 03:00:00
123,28.4,2015-01-24 04:00:00
124,50.6,2015-01-24 05:00:00
125,46.4,2015-01-24 06:00:00
126,50.4,2015-01-24 07:00:00
127,53.9,2015-01-24 08:00:00
128,48.3,2015-01-24 09:00:00
129,46.1,2015-01-24 10:00:00
130,41.9,2015-01-24 11:00:00
131,38.8,2015-01-24 12:00:00
132,59.5,2015-01-24 13:00:00
133,72.1,2015-01-24 14:00:00
134,62.9,2015-01-24 15:00:00
135,,2015-01-24 16:00:00
136,54.3,2015-01-24 17:00:00
137,,2015-01-24 18:00:00
138,57.5,2015-01-24 19:00:00
139,64.5,2015-01-24 20:00:00
140,94.8,2015-01-24 21:00:00
141,86.1,2015-01-24 22:00:00
142,87.2,2015-01-24 23:00:00
143,86.2,2015-01-25 00:00:00
0,66.6,2015-01-25 01:00:00
1,50.0,2015-01-25 02:00:00
2,35.4,2015-01-25 03:00:00
3,55.7,2015-01-25 04:00:00
4,40.6,2015-01-25 05:00:00
5,31.7,2015-01-25 06:00:00
6,36.7,2015-01-25 07:00:00
7,53.9,2015-01-25 08:00:00
8,44.0,2015-01-25 09:00:00
9,55.8,2015-01-25 10:00:00
10,50.5,2015-01-25 11:00:00
11,,2015-01-25 12:00:00
12,,2015-01-25 13:00:00
13,,2015-01-25 14:00:00
14,58.9,2015-01-25 15:00:00
15,53.9,2015-01-25 16:00:00
16,61.5,2015-01-25 17:00:00
17,112.4,2015-01-25 18:00:00
18,130.4,2015-01-25 19:00:00
19,111.3,2015-01-25 20:00:00
20,142.4,2015-01-25 21:00:00
21,141.2,2015-01-25 22:00:00
22,117.8,2015-01-25 23:00:00
23,92.0,2015-01-26 00:00:00
24,76.4,2015-01-26 01:00:00
25,60.1,2015-01-26 02:00:00
26,67.8,2015-01-26 03:00:00
27,60.7,2015-01-26 04:00:00
28,56.1,2015-01-26 05:00:00
29,50.5,2015-01-26 06:00:00
30,58.5,2015-01-26 07:00:00
31,68.4,2015-01-26 08:00:00
32,65.8,2015-01-26 09:00:00
33,59.7,2015-01-26 10:00:00
34,63.8,2015-01-26 11:00:00
35,57.9,2015-01-26 12:00:00
36,78.2,2015-01-26 13:00:00
37,74.0,2015-01-26 14:00:00
38,97.0,2015-01-26 15:00:00
39,72.9,2015-01-26 16:00:00
40,68.9,2015-01-26 17:00:00
41,67.0,2015-01-26 18:00:00
42,71.0,2015-01-26 19:00:00
43,80.3,2015-01-26 20:00:00
44,75.9,2015-01-26 21:00:00
45,69.6,2015-01-26 22:00:00
46,82.6,2015-01-26 23:00:00
47,94.7,2015-01-27 00:00:00
48,84.1,2015-01-27 01:00:00
49,59.4,2015-01-27 02:00:00
