,CO,Date
31,1.7,2015-01-26 08:00:00
32,3.2,2015-01-26 09:00:00
33,1.9,2015-01-26 10:00:00
34,1.2,2015-01-26 11:00:00
35,,2015-01-26 12:00:00
36,1.3,2015-01-26 13:00:00
37,1.8,2015-01-26 14:00:00
38,2.1,2015-01-26 15:00:00
39,,2015-01-26 16:00:00
40,,2015-01-26 17:00:00
41,,2015-01-26 18:00:00
42,1.7,2015-01-26 19:00:00
43,1.2,2015-01-26 20:00:00
44,1.1,2015-01-26 21:00:00
45,1.0,2015-01-26 22:00:00
46,1.1,2015-01-26 23:00:00
47,,2015-01-27 00:00:00
48,1.5,2015-01-27 01:00:00
49,1.6,2015-01-27 02:00:00
50,0.8,2015-01-27 03:00:00
51,0.9,2015-01-27 04:00:00
52,1.2,2015-01-27 05:00:00
53,,2015-01-27 06:00:00
54,1.3,2015-01-27 07:00:00
55,2.2,2015-01-27 08:00:00
56,2.8,2015-01-27 09:00:00
57,2.7,2015-01-27 10:00:00
58,1.6,2015-01-27 11:00:00
59,,2015-01-27 12:00:00
60,1.6,2015-01-27 13:00:00
61,1.2,2015-01-27 14:00:00
62,1.0,2015-01-27 15:00:00
63,,2015-01-27 16:00:00
64,1.2,2015-01-27 17:00:00
65,1.4,2015-01-27 18:00:00
66,1.7,2015-01-27 19:00:00
67,1.8,2015-01-27 20:00:00
68,1.8,2015-01-27 21:00:00
69,,2015-01-27 22:00:00
70,,2015-01-27 23:00:00
71,,2015-01-28 00:00:00
72,,2015-01-28 01:00:00
73,,2015-01-28 02:00:00
74,,2015-01-28 03:00:00
75,,2015-01-28 04:00:00
76,,2015-01-28 05:00:00
77,,2015-01-28 06:00:00
78,,2015-01-28 07:00:00
79,1.9,2015-01-28 08:00:00
80,1.6,2015-01-28 09:00:00
81,2.7,2015-01-28 10:00:00
82,1.2,2015-01-28 11:00:00
83,1.2,2015-01-28 12:00:00
84,1.1,2015-01-28 13:00:00
85,1.1,2015-01-28 14:00:00
86,1.2,2015-01-28 15:00:00
87,0.8,2015-01-28 16:00:00
88,,2015-01-28 17:00:00
89,,2015-01-28 18:00:00
90,,2015-01-28 19:00:00
91,,2015-01-28 20:00:00
92,,2015-01-28 21:00:00
93,,2015-01-28 22:00:00
94,,2015-01-28 23:00:00
95,,2015-01-29 00:00:00
96,,2015-01-29 01:00:00
97,,2015-01-29 02:00:00
98,,2015-01-29 03:00:00
99,,2015-01-29 04:00:00
100,,2015-01-29 05:00:00
101,,2015-01-29 06:00:00
102,,2015-01-29 07:00:00
103,,2015-01-29 08:00:00
104,,2015-01-29 09:00:00
105,1.5,2015-01-29 10:00:00
106,1.3,2015-01-29 11:00:00
107,1.1,2015-01-29 12:00:00
108,0.6,2015-01-29 13:00:00
109,,2015-01-29 14:00:00
110,,2015-01-29 15:00:00
111,,2015-01-29 16:00:00
112,,2015-01-29 17:00:00
113,,2015-01-29 18:00:00
114,,2015-01-29 19:00:00
115,,2015-01-29 20:00:00
116,,2015-01-29 21:00:00
117,,2015-01-29 22:00:00
118,,2015-01-29 23:00:00
119,,2015-01-30 00:00:00
120,,2015-01-30 01:00:00
121,,2015-01-30 02:00:00
122,,2015-01-30 03:00:00
123,,2015-01-30 04:00:00
124,,2015-01-30 05:00:00
125,,2015-01-30 06:00:00
126,,2015-01-30 07:00:00
127,,2015-01-30 08:00:00
128,,2015-01-30 09:00:00
129,2.5,2015-01-30 10:00:00
130,0.6,2015-01-30 11:00:00
131,,2015-01-30 12:00:00
132,,2015-01-30 13:00:00
133,,2015-01-30 14:00:00
134,,2015-01-30 15:00:00
135,1.2,2015-01-30 16:00:00
136,1.2,2015-01-30 17:00:00
137,1.4,2015-01-30 18:00:00
138,,2015-01-30 19:00:00
139,,2015-01-30 20:00:00
140,,2015-01-30 21:00:00
141,,2015-01-30 22:00:00
142,1.0,2015-01-30 23:00:00
143,0.9,2015-01-31 00:00:00
0,0.8,2015-01-31 01:00:00
1,,2015-01-31 02:00:00
2,0.9,2015-01-31 03:00:00
3,1.0,2015-01-31 04:00:00
4,0.9,2015-01-31 05:00:00
5,1.2,2015-01-31 06:00:00
6,2.1,2015-01-31 07:00:00
7,2.2,2015-01-31 08:00:00
8,2.2,2015-01-31 09:00:00
9,1.4,2015-01-31 10:00:00
10,1.2,2015-01-31 11:00:00
11,1.3,2015-01-31 12:00:00
12,1.2,2015-01-31 13:00:00
13,1.2,2015-01-31 14:00:00
14,1.3,2015-01-31 15:00:00
15,1.2,2015-01-31 16:00:00
16,1.2,2015-01-31 17:00:00
17,1.5,2015-01-31 18:00:00
18,,2015-01-31 19:00:00
19,,2015-01-31 20:00:00
20,,2015-01-31 21:00:00
21,,2015-01-31 22:00:00
22,,2015-01-31 23:00:00
23,,2015-02-01 00:00:00
24,,2015-02-01 01:00:00
25,,2015-02-01 02:00:00
26,,2015-02-01 03:00:00
27,,2015-02-01 04:00:00
28,,2015-02-01 05:00:00
29,,2015-02-01 06:00:00
30,,2015-02-01 07:00:00
31,,2015-02-01 08:00:00
32,,2015-02-01 09:00:00
33,,2015-02-01 10:00:00
34,,2015-02-01 11:00:00
35,,2015-02-01 12:00:00
36,,2015-02-01 13:00:00
37,,2015-02-01 14:00:00
38,,2015-02-01 15:00:00
39,,2015-02-01 16:00:00
40,,2015-02-01 17:00:00
41,,2015-02-01 18:00:00
42,,2015-02-01 19:00:00
43,,2015-02-01 20:00:00
44,,2015-02-01 21:00:00
45,,2015-02-01 22:00:00
46,,2015-02-01 23:00:00
47,,2015-02-02 00:00:00
48,,2015-02-02 01:00:00
49,,2015-02-02 02:00:00
50,,2015-02-02 03:00:00
51,,2015-02-02 04:00:00
52,,2015-02-02 05:00:00
53,,2015-02-02 06:00:00
54,,2015-02-02 07:00:00
55,,2015-02-02 08:00:00
56,,2015-02-02 09:00:00
57,2.0,2015-02-02 10:00:00
58,1.7,2015-02-02 11:00:00
59,1.4,2015-02-02 12:00:00
60,1.4,2015-02-02 13:00:00
61,0.9,2015-02-02 14:00:00
62,1.0,2015-02-02 15:00:00
63,1.0,2015-02-02 16:00:00
64,1.2,2015-02-02 17:00:00
65,1.5,2015-02-02 18:00:00
66,1.7,2015-02-02 19:00:00
67,1.7,2015-02-02 20:00:00
68,1.6,2015-02-02 21:00:00
69,,2015-02-02 22:00:00
70,,2015-02-02 23:00:00
71,,2015-02-03 00:00:00
72,,2015-02-03 01:00:00
73,,2015-02-03 02:00:00
74,,2015-02-03 03:00:00
75,,2015-02-03 04:00:00
76,,2015-02-03 05:00:00
77,,2015-02-03 06:00:00
