,PM10,Date
0,,2015-01-01 01:00:00
1,,2015-01-01 02:00:00
2,,2015-01-01 03:00:00
3,,2015-01-01 04:00:00
4,735,2015-01-01 05:00:00
5,798,2015-01-01 06:00:00
6,641,2015-01-01 07:00:00
7,718,2015-01-01 08:00:00
8,718,2015-01-01 09:00:00
9,626,2015-01-01 10:00:00
10,453,2015-01-01 11:00:00
11,412,2015-01-01 12:00:00
12,348,2015-01-01 13:00:00
13,217,2015-01-01 14:00:00
14,333,2015-01-01 15:00:00
15,484,2015-01-01 16:00:00
16,349,2015-01-01 17:00:00
17,522,2015-01-01 18:00:00
18,760,2015-01-01 19:00:00
19,,2015-01-01 20:00:00
20,,2015-01-01 21:00:00
21,,2015-01-01 22:00:00
22,,2015-01-01 23:00:00
23,754,2015-01-02 00:00:00
24,715,2015-01-02 01:00:00
25,641,2015-01-02 02:00:00
26,583,2015-01-02 03:00:00
27,549,2015-01-02 04:00:00
28,511,2015-01-02 05:00:00
29,344,2015-01-02 06:00:00
30,196,2015-01-02 07:00:00
31,90,2015-01-02 08:00:00
32,61,2015-01-02 09:00:00
33,69,2015-01-02 10:00:00
34,70,2015-01-02 11:00:00
35,66,2015-01-02 12:00:00
36,56,2015-01-02 13:00:00
37,38,2015-01-02 14:00:00
38,73,2015-01-02 15:00:00
39,122,2015-01-02 16:00:00
40,134,2015-01-02 17:00:00
41,152,2015-01-02 18:00:00
42,95,2015-01-02 19:00:00
43,110,2015-01-02 20:00:00
44,85,2015-01-02 21:00:00
45,94,2015-01-02 22:00:00
46,128,2015-01-02 23:00:00
47,125,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,121,2015-01-03 02:00:00
50,106,2015-01-03 03:00:00
51,101,2015-01-03 04:00:00
52,94,2015-01-03 05:00:00
53,127,2015-01-03 06:00:00
54,150,2015-01-03 07:00:00
55,123,2015-01-03 08:00:00
56,151,2015-01-03 09:00:00
57,149,2015-01-03 10:00:00
58,,2015-01-03 11:00:00
59,57,2015-01-03 12:00:00
60,88,2015-01-03 13:00:00
61,155,2015-01-03 14:00:00
62,155,2015-01-03 15:00:00
63,201,2015-01-03 16:00:00
64,178,2015-01-03 17:00:00
65,183,2015-01-03 18:00:00
66,136,2015-01-03 19:00:00
67,182,2015-01-03 20:00:00
68,161,2015-01-03 21:00:00
69,262,2015-01-03 22:00:00
70,237,2015-01-03 23:00:00
71,265,2015-01-04 00:00:00
72,249,2015-01-04 01:00:00
73,240,2015-01-04 02:00:00
74,212,2015-01-04 03:00:00
75,182,2015-01-04 04:00:00
76,129,2015-01-04 05:00:00
77,189,2015-01-04 06:00:00
78,153,2015-01-04 07:00:00
79,186,2015-01-04 08:00:00
80,135,2015-01-04 09:00:00
81,133,2015-01-04 10:00:00
82,135,2015-01-04 11:00:00
83,173,2015-01-04 12:00:00
84,89,2015-01-04 13:00:00
85,179,2015-01-04 14:00:00
86,164,2015-01-04 15:00:00
87,163,2015-01-04 16:00:00
88,210,2015-01-04 17:00:00
89,182,2015-01-04 18:00:00
90,216,2015-01-04 19:00:00
91,304,2015-01-04 20:00:00
92,228,2015-01-04 21:00:00
93,211,2015-01-04 22:00:00
94,190,2015-01-04 23:00:00
95,193,2015-01-05 00:00:00
96,183,2015-01-05 01:00:00
97,166,2015-01-05 02:00:00
98,163,2015-01-05 03:00:00
99,163,2015-01-05 04:00:00
100,158,2015-01-05 05:00:00
101,155,2015-01-05 06:00:00
102,169,2015-01-05 07:00:00
103,180,2015-01-05 08:00:00
104,196,2015-01-05 09:00:00
105,172,2015-01-05 10:00:00
106,178,2015-01-05 11:00:00
