,NO1,Date
0,702.53125,2015-01-01 01:00:00
1,788,2015-01-01 02:00:00
2,437.802094,2015-01-01 03:00:00
3,551.635437,2015-01-01 04:00:00
4,573.089844,2015-01-01 05:00:00
5,308.651031,2015-01-01 06:00:00
6,344.341156,2015-01-01 07:00:00
7,346.544281,2015-01-01 08:00:00
8,180.897141,2015-01-01 09:00:00
9,64.4016113,2015-01-01 10:00:00
10,34.941082,2015-01-01 11:00:00
11,41.5366211,2015-01-01 12:00:00
12,34.1861992,2015-01-01 13:00:00
13,24.7930908,2015-01-01 14:00:00
14,17.9100742,2015-01-01 15:00:00
15,29.7286777,2015-01-01 16:00:00
16,28.3621426,2015-01-01 17:00:00
17,639.145813,2015-01-01 18:00:00
18,575.992188,2015-01-01 19:00:00
19,579.432312,2015-01-01 20:00:00
20,756.25,2015-01-01 21:00:00
21,820.875,2015-01-01 22:00:00
22,820.875,2015-01-01 23:00:00
23,820.875,2015-01-02 00:00:00
24,820.875,2015-01-02 01:00:00
25,820.875,2015-01-02 02:00:00
26,717.59375,2015-01-02 03:00:00
27,566.65625,2015-01-02 04:00:00
28,325.623047,2015-01-02 05:00:00
29,248.985672,2015-01-02 06:00:00
30,189.631516,2015-01-02 07:00:00
31,152.251297,2015-01-02 08:00:00
32,143.108078,2015-01-02 09:00:00
33,91.2486954,2015-01-02 10:00:00
34,85.9863281,2015-01-02 11:00:00
35,90.524086,2015-01-02 12:00:00
36,65.7174454,2015-01-02 13:00:00
37,56.15625,2015-01-02 14:00:00
38,28.5782871,2015-01-02 15:00:00
39,23.9770508,2015-01-02 16:00:00
40,22.9588223,2015-01-02 17:00:00
41,19.0424805,2015-01-02 18:00:00
42,13.0056152,2015-01-02 19:00:00
43,27.1481113,2015-01-02 20:00:00
44,24.7246094,2015-01-02 21:00:00
45,39.0735664,2015-01-02 22:00:00
46,68.25,2015-01-02 23:00:00
47,68.9570313,2015-01-03 00:00:00
48,81.8294296,2015-01-03 01:00:00
49,104.396484,2015-01-03 02:00:00
50,104.396484,2015-01-03 03:00:00
51,82.3183594,2015-01-03 04:00:00
52,87.9023438,2015-01-03 05:00:00
53,79.5058594,2015-01-03 06:00:00
54,56.3066406,2015-01-03 07:00:00
55,40.237793,2015-01-03 08:00:00
56,69.5380859,2015-01-03 09:00:00
57,22.2947598,2015-01-03 10:00:00
58,18.2579746,2015-01-03 11:00:00
59,24.576416,2015-01-03 12:00:00
60,25.8963623,2015-01-03 13:00:00
61,20.0299473,2015-01-03 14:00:00
62,28.8237305,2015-01-03 15:00:00
63,64.7270508,2015-01-03 16:00:00
64,93.2317734,2015-01-03 17:00:00
65,101.333336,2015-01-03 18:00:00
66,86.1002579,2015-01-03 19:00:00
67,160.885422,2015-01-03 20:00:00
68,175.183594,2015-01-03 21:00:00
69,161.407547,2015-01-03 22:00:00
70,169.222656,2015-01-03 23:00:00
71,254.904297,2015-01-04 00:00:00
72,202.5,2015-01-04 01:00:00
73,167.585938,2015-01-04 02:00:00
74,97.4824219,2015-01-04 03:00:00
75,84.1035156,2015-01-04 04:00:00
76,25.8186855,2015-01-04 05:00:00
77,29.932291,2015-01-04 06:00:00
78,62.8463554,2015-01-04 07:00:00
79,16.9261074,2015-01-04 08:00:00
80,19.4461269,2015-01-04 09:00:00
81,23.2036133,2015-01-04 10:00:00
82,17.1602383,2015-01-04 11:00:00
83,19.9746094,2015-01-04 12:00:00
84,18.246664,2015-01-04 13:00:00
85,13.3518066,2015-01-04 14:00:00
86,9.99202442,2015-01-04 15:00:00
87,10.5668945,2015-01-04 16:00:00
