,PM25,Date
0,835,2015-01-01 01:00:00
1,716,2015-01-01 02:00:00
2,678,2015-01-01 03:00:00
3,631,2015-01-01 04:00:00
4,557,2015-01-01 05:00:00
5,599,2015-01-01 06:00:00
6,438,2015-01-01 07:00:00
7,495,2015-01-01 08:00:00
8,585,2015-01-01 09:00:00
9,394,2015-01-01 10:00:00
10,308,2015-01-01 11:00:00
11,258,2015-01-01 12:00:00
12,205,2015-01-01 13:00:00
13,138,2015-01-01 14:00:00
14,195,2015-01-01 15:00:00
15,283,2015-01-01 16:00:00
16,217,2015-01-01 17:00:00
17,263,2015-01-01 18:00:00
18,439,2015-01-01 19:00:00
19,638,2015-01-01 20:00:00
20,689,2015-01-01 21:00:00
21,731,2015-01-01 22:00:00
22,594,2015-01-01 23:00:00
23,502,2015-01-02 00:00:00
24,488,2015-01-02 01:00:00
25,424,2015-01-02 02:00:00
26,396,2015-01-02 03:00:00
27,381,2015-01-02 04:00:00
28,357,2015-01-02 05:00:00
29,259,2015-01-02 06:00:00
30,126,2015-01-02 07:00:00
31,52,2015-01-02 08:00:00
32,57,2015-01-02 09:00:00
33,38,2015-01-02 10:00:00
34,51,2015-01-02 11:00:00
35,47,2015-01-02 12:00:00
36,30,2015-01-02 13:00:00
37,46,2015-01-02 14:00:00
38,30,2015-01-02 15:00:00
39,72,2015-01-02 16:00:00
40,97,2015-01-02 17:00:00
41,98,2015-01-02 18:00:00
42,73,2015-01-02 19:00:00
43,79,2015-01-02 20:00:00
44,58,2015-01-02 21:00:00
45,85,2015-01-02 22:00:00
46,62,2015-01-02 23:00:00
47,74,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,80,2015-01-03 02:00:00
50,75,2015-01-03 03:00:00
51,64,2015-01-03 04:00:00
52,62,2015-01-03 05:00:00
53,92,2015-01-03 06:00:00
54,82,2015-01-03 07:00:00
55,76,2015-01-03 08:00:00
56,110,2015-01-03 09:00:00
57,99,2015-01-03 10:00:00
58,,2015-01-03 11:00:00
59,60,2015-01-03 12:00:00
60,74,2015-01-03 13:00:00
61,85,2015-01-03 14:00:00
62,146,2015-01-03 15:00:00
63,145,2015-01-03 16:00:00
64,152,2015-01-03 17:00:00
65,154,2015-01-03 18:00:00
66,121,2015-01-03 19:00:00
67,148,2015-01-03 20:00:00
68,150,2015-01-03 21:00:00
69,144,2015-01-03 22:00:00
70,166,2015-01-03 23:00:00
71,185,2015-01-04 00:00:00
72,177,2015-01-04 01:00:00
73,181,2015-01-04 02:00:00
74,183,2015-01-04 03:00:00
75,148,2015-01-04 04:00:00
76,97,2015-01-04 05:00:00
77,83,2015-01-04 06:00:00
78,94,2015-01-04 07:00:00
79,115,2015-01-04 08:00:00
80,88,2015-01-04 09:00:00
81,107,2015-01-04 10:00:00
82,141,2015-01-04 11:00:00
83,144,2015-01-04 12:00:00
