,NO1,Date
0,293.507813,2015-01-01 01:00:00
1,293.507813,2015-01-01 02:00:00
2,293.507813,2015-01-01 03:00:00
3,293.507813,2015-01-01 04:00:00
4,293.507813,2015-01-01 05:00:00
5,293.507813,2015-01-01 06:00:00
6,293.507813,2015-01-01 07:00:00
7,304.65625,2015-01-01 08:00:00
8,304.65625,2015-01-01 09:00:00
9,304.65625,2015-01-01 10:00:00
10,89.0351563,2015-01-01 11:00:00
11,60.1035156,2015-01-01 12:00:00
12,53.2006836,2015-01-01 13:00:00
13,53.2006836,2015-01-01 14:00:00
14,46.7685547,2015-01-01 15:00:00
15,34.0096016,2015-01-01 16:00:00
16,58.5283203,2015-01-01 17:00:00
17,120.960289,2015-01-01 18:00:00
18,237.330734,2015-01-01 19:00:00
19,319.121094,2015-01-01 20:00:00
20,361.09375,2015-01-01 21:00:00
21,383.28125,2015-01-01 22:00:00
22,383.28125,2015-01-01 23:00:00
23,426.515625,2015-01-02 00:00:00
24,426.515625,2015-01-02 01:00:00
25,288.390625,2015-01-02 02:00:00
26,288.390625,2015-01-02 03:00:00
27,105.429688,2015-01-02 04:00:00
28,41.6748047,2015-01-02 05:00:00
29,44.2451172,2015-01-02 06:00:00
30,32.420166,2015-01-02 07:00:00
31,34.2763672,2015-01-02 08:00:00
32,34.2763672,2015-01-02 09:00:00
33,31.5158691,2015-01-02 10:00:00
34,31.5158691,2015-01-02 11:00:00
35,31.2832031,2015-01-02 12:00:00
36,51.4003906,2015-01-02 13:00:00
37,49.7373047,2015-01-02 14:00:00
38,60.2864571,2015-01-02 15:00:00
39,46.1459961,2015-01-02 16:00:00
40,42.2636719,2015-01-02 17:00:00
41,32.8129883,2015-01-02 18:00:00
42,32.8129883,2015-01-02 19:00:00
43,32.8129883,2015-01-02 20:00:00
44,32.8129883,2015-01-02 21:00:00
45,32.8129883,2015-01-02 22:00:00
46,32.8129883,2015-01-02 23:00:00
47,32.8129883,2015-01-03 00:00:00
48,32.8129883,2015-01-03 01:00:00
49,32.8129883,2015-01-03 02:00:00
50,32.8129883,2015-01-03 03:00:00
51,32.8129883,2015-01-03 04:00:00
52,32.8129883,2015-01-03 05:00:00
53,32.8129883,2015-01-03 06:00:00
54,32.8129883,2015-01-03 07:00:00
55,32.8129883,2015-01-03 08:00:00
56,32.8129883,2015-01-03 09:00:00
57,32.8129883,2015-01-03 10:00:00
58,32.8129883,2015-01-03 11:00:00
59,33.5292969,2015-01-03 12:00:00
60,34.7099609,2015-01-03 13:00:00
61,30.8222656,2015-01-03 14:00:00
62,38.7444649,2015-01-03 15:00:00
63,32.539875,2015-01-03 16:00:00
64,33.9602852,2015-01-03 17:00:00
65,34.5489922,2015-01-03 18:00:00
66,80.5214844,2015-01-03 19:00:00
67,81.9628906,2015-01-03 20:00:00
68,81.9628906,2015-01-03 21:00:00
69,81.9628906,2015-01-03 22:00:00
70,81.9628906,2015-01-03 23:00:00
71,81.9628906,2015-01-04 00:00:00
72,81.9628906,2015-01-04 01:00:00
73,81.9628906,2015-01-04 02:00:00
74,81.9628906,2015-01-04 03:00:00
75,81.9628906,2015-01-04 04:00:00
76,81.9628906,2015-01-04 05:00:00
77,81.9628906,2015-01-04 06:00:00
78,81.9628906,2015-01-04 07:00:00
79,81.9628906,2015-01-04 08:00:00
80,81.9628906,2015-01-04 09:00:00
81,81.9628906,2015-01-04 10:00:00
82,31.0812988,2015-01-04 11:00:00
83,27.3100586,2015-01-04 12:00:00
84,31.2817383,2015-01-04 13:00:00
85,40.5882149,2015-01-04 14:00:00
