,PM25,Date
0,,2015-01-01 01:00:00
1,,2015-01-01 02:00:00
2,,2015-01-01 03:00:00
3,435,2015-01-01 04:00:00
4,351,2015-01-01 05:00:00
5,307,2015-01-01 06:00:00
6,318,2015-01-01 07:00:00
7,331,2015-01-01 08:00:00
8,470,2015-01-01 09:00:00
9,332,2015-01-01 10:00:00
10,341,2015-01-01 11:00:00
11,316,2015-01-01 12:00:00
12,322,2015-01-01 13:00:00
13,272,2015-01-01 14:00:00
14,389,2015-01-01 15:00:00
15,192,2015-01-01 16:00:00
16,143,2015-01-01 17:00:00
17,187,2015-01-01 18:00:00
18,225,2015-01-01 19:00:00
19,233,2015-01-01 20:00:00
20,271,2015-01-01 21:00:00
21,292,2015-01-01 22:00:00
22,294,2015-01-01 23:00:00
23,492,2015-01-02 00:00:00
24,,2015-01-02 01:00:00
25,,2015-01-02 02:00:00
26,,2015-01-02 03:00:00
27,,2015-01-02 04:00:00
28,,2015-01-02 05:00:00
29,422,2015-01-02 06:00:00
30,308,2015-01-02 07:00:00
31,148,2015-01-02 08:00:00
32,69,2015-01-02 09:00:00
33,74,2015-01-02 10:00:00
34,57,2015-01-02 11:00:00
35,64,2015-01-02 12:00:00
36,49,2015-01-02 13:00:00
37,71,2015-01-02 14:00:00
38,96,2015-01-02 15:00:00
39,81,2015-01-02 16:00:00
40,,2015-01-02 17:00:00
41,71,2015-01-02 18:00:00
42,73,2015-01-02 19:00:00
43,90,2015-01-02 20:00:00
44,,2015-01-02 21:00:00
45,97,2015-01-02 22:00:00
46,101,2015-01-02 23:00:00
47,,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,,2015-01-03 02:00:00
50,,2015-01-03 03:00:00
51,,2015-01-03 04:00:00
52,,2015-01-03 05:00:00
53,,2015-01-03 06:00:00
54,,2015-01-03 07:00:00
55,,2015-01-03 08:00:00
56,62,2015-01-03 09:00:00
57,78,2015-01-03 10:00:00
58,96,2015-01-03 11:00:00
59,,2015-01-03 12:00:00
60,99,2015-01-03 13:00:00
61,,2015-01-03 14:00:00
62,,2015-01-03 15:00:00
63,114,2015-01-03 16:00:00
64,109,2015-01-03 17:00:00
65,105,2015-01-03 18:00:00
66,94,2015-01-03 19:00:00
67,93,2015-01-03 20:00:00
68,138,2015-01-03 21:00:00
69,140,2015-01-03 22:00:00
70,142,2015-01-03 23:00:00
71,162,2015-01-04 00:00:00
72,179,2015-01-04 01:00:00
73,205,2015-01-04 02:00:00
74,191,2015-01-04 03:00:00
75,181,2015-01-04 04:00:00
76,191,2015-01-04 05:00:00
77,126,2015-01-04 06:00:00
78,104,2015-01-04 07:00:00
79,,2015-01-04 08:00:00
80,53,2015-01-04 09:00:00
81,80,2015-01-04 10:00:00
82,,2015-01-04 11:00:00
83,,2015-01-04 12:00:00
84,,2015-01-04 13:00:00
85,,2015-01-04 14:00:00
86,,2015-01-04 15:00:00
87,104,2015-01-04 16:00:00
88,82,2015-01-04 17:00:00
89,129,2015-01-04 18:00:00
90,176,2015-01-04 19:00:00
91,171,2015-01-04 20:00:00
92,180,2015-01-04 21:00:00
93,162,2015-01-04 22:00:00
94,141,2015-01-04 23:00:00
95,152,2015-01-05 00:00:00
96,122,2015-01-05 01:00:00
97,112,2015-01-05 02:00:00
98,121,2015-01-05 03:00:00
99,109,2015-01-05 04:00:00
100,120,2015-01-05 05:00:00
101,112,2015-01-05 06:00:00
102,120,2015-01-05 07:00:00
103,132,2015-01-05 08:00:00
104,178,2015-01-05 09:00:00
105,147,2015-01-05 10:00:00
106,,2015-01-05 11:00:00
107,,2015-01-05 12:00:00
