,NO1,Date
0,7.5,2015-01-01 01:00:00
1,14.4,2015-01-01 02:00:00
2,0,2015-01-01 03:00:00
3,,2015-01-01 04:00:00
4,,2015-01-01 05:00:00
5,,2015-01-01 06:00:00
6,12.8,2015-01-01 07:00:00
7,26.9,2015-01-01 08:00:00
8,3.0,2015-01-01 09:00:00
9,0,2015-01-01 10:00:00
10,5.0,2015-01-01 11:00:00
11,4.4,2015-01-01 12:00:00
12,10.8,2015-01-01 13:00:00
13,6.2,2015-01-01 14:00:00
14,9.1,2015-01-01 15:00:00
15,8.7,2015-01-01 16:00:00
16,2.8,2015-01-01 17:00:00
17,7.8,2015-01-01 18:00:00
18,,2015-01-01 19:00:00
19,,2015-01-01 20:00:00
20,1.4,2015-01-01 21:00:00
21,7.0,2015-01-01 22:00:00
22,9.2,2015-01-01 23:00:00
23,14.1,2015-01-02 00:00:00
24,0,2015-01-02 01:00:00
25,2.2,2015-01-02 02:00:00
26,,2015-01-02 03:00:00
27,,2015-01-02 04:00:00
28,8.7,2015-01-02 05:00:00
29,13.7,2015-01-02 06:00:00
30,8.0,2015-01-02 07:00:00
31,9.1,2015-01-02 08:00:00
32,7.1,2015-01-02 09:00:00
33,,2015-01-02 10:00:00
34,,2015-01-02 11:00:00
35,,2015-01-02 12:00:00
36,10.0,2015-01-02 13:00:00
37,7.0,2015-01-02 14:00:00
38,1.6,2015-01-02 15:00:00
39,11.6,2015-01-02 16:00:00
40,6.8,2015-01-02 17:00:00
41,0,2015-01-02 18:00:00
42,,2015-01-02 19:00:00
43,,2015-01-02 20:00:00
44,8.4,2015-01-02 21:00:00
45,3.6,2015-01-02 22:00:00
46,6.0,2015-01-02 23:00:00
47,5.2,2015-01-03 00:00:00
48,,2015-01-03 01:00:00
49,9.5,2015-01-03 02:00:00
50,,2015-01-03 03:00:00
51,,2015-01-03 04:00:00
52,7.3,2015-01-03 05:00:00
53,8.4,2015-01-03 06:00:00
54,8.7,2015-01-03 07:00:00
55,7.4,2015-01-03 08:00:00
56,9.8,2015-01-03 09:00:00
57,10.1,2015-01-03 10:00:00
58,3.9,2015-01-03 11:00:00
59,8.7,2015-01-03 12:00:00
60,5.7,2015-01-03 13:00:00
61,7.3,2015-01-03 14:00:00
62,7.2,2015-01-03 15:00:00
63,6.0,2015-01-03 16:00:00
64,5.4,2015-01-03 17:00:00
65,6.6,2015-01-03 18:00:00
66,8.2,2015-01-03 19:00:00
67,,2015-01-03 20:00:00
68,13.1,2015-01-03 21:00:00
69,6.8,2015-01-03 22:00:00
70,9.0,2015-01-03 23:00:00
71,6.2,2015-01-04 00:00:00
72,5.9,2015-01-04 01:00:00
73,11.2,2015-01-04 02:00:00
74,6.1,2015-01-04 03:00:00
